EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1058634,LEE (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,76,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Lee County, including some on homes. Numerous customers lost power in Lee County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",42
1058633,JOHNSTON (ZONE), ,09/30/2022,1200,Tropical Storm, , ,2,0,1000000,0,NC,EST-5, ,174597,Z,42,RAH,0,1,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Johnston County, including some on homes. Numerous customers lost power in Johnston County as a result of the tropical storm force wind gusts. A 24 year old woman died when she lost control of her car in wet conditions and struck a tree. A 65 year old man died in Johnston County from carbon monoxide poising from a generator that he was running. A 25 year old man died when his car hydroplaned and ran off the road and struck a tree in Johnston County.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",43
1058644,ORANGE (ZONE), ,09/30/2022,1300,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,24,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2100, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Orange County, including some on homes. Numerous customers lost power in Orange County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",44
1058646,RANDOLPH (ZONE), ,09/30/2022,1400,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,39,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2300, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Randolph County, including some on homes. Numerous customers lost power in Randolph County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",45
1058645,ALAMANCE (ZONE), ,09/30/2022,1400,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,23,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2300, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Alamance County, including some on homes. Numerous customers lost power in Alamance County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",46
1058649,GUILFORD (ZONE), ,09/30/2022,1400,Tropical Storm, , ,0,0,1000000,0,NC,EST-5, ,174597,Z,22,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2300, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Guilford County, including some on homes. Numerous customers lost power in Guilford County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",47
1058648,FORSYTH (ZONE), ,09/30/2022,1400,Tropical Storm, , ,0,0,1000000,0,NC,EST-5, ,174597,Z,21,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2300, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Forsyth County, including some on homes. Numerous customers lost power in Forsyth County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",48
1058647,DAVIDSON (ZONE), ,09/30/2022,1400,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,38,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2300, , , , ,"Frequent wind gusts of 35 to 55 mph resulted in scattered to numerous trees and power lines down across Davidson County, including some on homes. Numerous customers lost power in Davidson County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",49
1057205,DUPLIN (ZONE), ,09/30/2022,1415,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174073,Z,90,MHX,0,0,AWOS, , , , , , , , ,09/30/2022,1415, , , , ,"Kenansville measured a 40 mph wind gust.","Ian initially made landfall on the west coast of Florida as a major category 4 hurricane, and then crossed into the Atlantic and moved northward, making a second landfall on the South Carolina coast near Georgetown as a category 1 hurricane. For Eastern NC, tropical storm force winds, elevated water levels, heavy rainfall of 3 to 6 inches, and a tornado were associated with Ian. Strong high pressure over New England and hurricane Ian well to the south combined to produce strong northeast winds well ahead of the actual arrival of Ian in the Carolinas with some elevated water levels. Winds up to tropical storm strength were observed as far north and east as the Outer Banks by late in the day on Wednesday, September 28th. The winds turned southerly and winds to tropical storm strength were observed across portions of Eastern NC on Friday, September 30th as Ian made landfall in South Carolina.",50
1057202,SOUTHERN CRAVEN (ZONE), ,09/30/2022,1526,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174073,Z,194,MHX,0,0,ASOS, , , , , , , , ,09/30/2022,1526, , , , ,"Cherry Point measured a 49 mph wind gust.","Ian initially made landfall on the west coast of Florida as a major category 4 hurricane, and then crossed into the Atlantic and moved northward, making a second landfall on the South Carolina coast near Georgetown as a category 1 hurricane. For Eastern NC, tropical storm force winds, elevated water levels, heavy rainfall of 3 to 6 inches, and a tornado were associated with Ian. Strong high pressure over New England and hurricane Ian well to the south combined to produce strong northeast winds well ahead of the actual arrival of Ian in the Carolinas with some elevated water levels. Winds up to tropical storm strength were observed as far north and east as the Outer Banks by late in the day on Wednesday, September 28th. The winds turned southerly and winds to tropical storm strength were observed across portions of Eastern NC on Friday, September 30th as Ian made landfall in South Carolina.",51
1057206,INLAND ONSLOW (ZONE), ,09/30/2022,1535,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174073,Z,198,MHX,0,0,ASOS, , , , , , , , ,09/30/2022,1535, , , , ,"Jacksonville New River Air Station measured a 52 mph wind gust.","Ian initially made landfall on the west coast of Florida as a major category 4 hurricane, and then crossed into the Atlantic and moved northward, making a second landfall on the South Carolina coast near Georgetown as a category 1 hurricane. For Eastern NC, tropical storm force winds, elevated water levels, heavy rainfall of 3 to 6 inches, and a tornado were associated with Ian. Strong high pressure over New England and hurricane Ian well to the south combined to produce strong northeast winds well ahead of the actual arrival of Ian in the Carolinas with some elevated water levels. Winds up to tropical storm strength were observed as far north and east as the Outer Banks by late in the day on Wednesday, September 28th. The winds turned southerly and winds to tropical storm strength were observed across portions of Eastern NC on Friday, September 30th as Ian made landfall in South Carolina.",52
1057207,WASHINGTON (ZONE), ,09/30/2022,1545,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174073,Z,45,MHX,0,0,Mesonet, , , , , , , , ,09/30/2022,1545, , , , ,"A 43 mph wind gust was measured at a home weather station near Roper.","Ian initially made landfall on the west coast of Florida as a major category 4 hurricane, and then crossed into the Atlantic and moved northward, making a second landfall on the South Carolina coast near Georgetown as a category 1 hurricane. For Eastern NC, tropical storm force winds, elevated water levels, heavy rainfall of 3 to 6 inches, and a tornado were associated with Ian. Strong high pressure over New England and hurricane Ian well to the south combined to produce strong northeast winds well ahead of the actual arrival of Ian in the Carolinas with some elevated water levels. Winds up to tropical storm strength were observed as far north and east as the Outer Banks by late in the day on Wednesday, September 28th. The winds turned southerly and winds to tropical storm strength were observed across portions of Eastern NC on Friday, September 30th as Ian made landfall in South Carolina.",53
